0.00012404388159551337,-0.12847423015752624,-7.921985936269175e-06
-5.3913437304961106e-05,-0.05296472283298487,-3.964774292868048e-06
-0.00028166255394439883,0.19327346995265998,5.999284493805334e-06
-0.00034995974955726603,0.3521499495121329,2.134087364395138e-05
-0.0003545406991805133,0.4055314966525538,3.410986555058672e-05
-0.0003342856464775604,0.40814897336957323,4.303546197090669e-05
-0.0003382645457724142,0.39886335274976353,5.114932349285695e-05
-0.0003488426787266014,0.39115021855623877,5.952604842608686e-05
-0.0003566098466753321,0.38862707691711895,6.844746938753824e-05
-0.00035583523465456085,0.3892669784721969,7.780936136804424e-05
-0.00035475696896102054,0.3893443902345764,8.704745150725183e-05
-0.00025668749875495597,0.32540901372451975,4.3527901780647516e-05
0.0007599904034934003,-0.8687398094276854,-0.0003865415735966223
0.0008799056694668735,-1.2817965360807217,-0.0003945134044305247
0.0004428664052535961,-1.210099931261198,-0.00021384750780385566
0.00012571674750010663,-0.9777802641142064,-9.709786872984325e-05
-0.000778734545912241,-0.009560957306662055,1.3838215946718825e-05
0.0036385779552673726,0.09658202864559712,-0.0010275039853027824
0.0038973254451290062,0.07727868694295663,-0.0003718916166830076
0.001986318180681076,0.030911021494617386,0.00039674385164071175
0.0004577770608201818,-0.008071709594970007,0.0006087214559823778
-0.00032000998322090634,-0.02372436612470805,0.0005446880056082576
-0.0006195305880121534,-0.022402726771788627,0.0005222446020926681
-0.000765398622563739,-0.011296873837965616,0.00040422821937832347
-0.0006964861820718955,0.004161110629536297,0.00022181073688890826
-0.00045253797419474216,0.017719529891758616,7.22958863704028e-05
-0.00035652684219638037,0.028150754781015502,5.6408124375459495e-05
-0.00025921573820177676,0.036867304955097886,7.929167114720145e-05
-0.00019402580999323943,0.04147383009237978,5.587186861603456e-05
-0.00015854855598966045,0.041478267037156596,3.794939623377772e-05
-0.00013085217066794683,0.03754957195010737,2.5638688097616342e-05
-0.0001011107117940574,0.03058193277836621,1.6940359070435762e-05
-6.897956068745666e-05,0.02166117999809618,1.0410358649537459e-05
-4.1567738213499664e-05,0.011923759377001809,3.2597045801939396e-06
-1.8750294243771772e-05,0.0029934956826231053,-2.735257888290314e-07
-1.3626943733618613e-05,-0.0011522792503514702,-8.735731699724458e-07
